tune,bear,val
61.19182624009623,Polar,B
66.88991158293298,Kodiak,Z
8.942946218050352,Sun,z
37.653034767845014,Brown,7
95.17027335547718,Kodiak,t
99.4587843915737,Panda,P
16.100454093083805,Kodiak,c
77.69488291054483,Kodiak,S
82.8774746633918,Grizzly,9
61.53299156262595,Black,M
60.58204990611333,Polar,g
67.03139265358236,Kodiak,l
8.263774034176286,Grizzly,4
79.52221427137655,Grizzly,1
10.733086702849592,Sloth,7
86.31827703543146,Spectacled,0
38.376965461959855,Black,2
49.601202561311254,Brown,5
90.71244308374187,Black,K
33.877807848990884,Black,8
19.67506878625691,Kodiak,f
29.872451483912222,Kodiak,D
91.30179707554858,Polar,r
39.28105678220407,Sloth,M
53.58919847675434,Polar,t
76.64234933043524,Panda,}
61.46610741924623,Polar,z
46.441798723150704,Kodiak,d
93.813508833917,Brown,T
45.81640344085448,Brown,p
88.101482890717,Kodiak,g
29.399737981538266,Polar,1
84.10927437769524,Polar,Y
75.49087284390723,Black,6
54.36738070499788,Spectacled,K
17.645425615584,Panda,5
34.510019631161214,Sun,Z
68.46201506440904,Sloth,Z
52.272052380387755,Spectacled,Z
84.67816545270608,Sloth,O
16.569531283845752,Kodiak,8
88.14262193305885,Polar,j
32.74396110129727,Grizzly,h
34.35100310000443,Polar,e
95.29877464832045,Brown,J
36.45056298499754,Brown,J
77.23356311395767,Spectacled,H
50.44093286767508,Panda,g
28.59689790997638,Sun,h
59.41850091324973,Black,f
50.48724664575156,Black,d
39.609965141514714,Black,K
27.549570471056228,Sun,T
59.53896835148404,Black,G
16.953397370864977,Sun,x
97.54511972488831,Kodiak,8
92.02840214422739,Sun,e
15.541701389584938,Sloth,Q
68.46045765580295,Kodiak,C
54.853411931992326,Panda,V
84.20060287531608,Spectacled,o
6.141628102024388,Spectacled,h
75.87091649170303,Spectacled,v
18.726720649917173,Panda,J
49.87170948283433,Sloth,R
99.79437422265104,Black,D
88.66185457203046,Sun,6
49.00867381517037,Kodiak,W
97.94134098076186,Spectacled,Y
57.991545350572515,Kodiak,b
47.30085704181985,Black,A
90.5716600650477,Spectacled,6
90.58796149520157,Black,R
24.578777107685113,Black,Y
38.903226408608084,Kodiak,3
83.43453656525955,Panda,M
26.24005094435703,Polar,c
0.9264483303758397,Spectacled,j
40.912731754288686,Sloth,m
88.42390024925895,Sun,K
46.38350114888416,Grizzly,W
83.1658880880209,Spectacled,c
74.47439396939096,Sun,W
20.66802691968651,Panda,c
91.66549309007156,Sun,7
49.23906536618864,Sloth,m
90.60699395808075,Black,9
22.132699531204448,Grizzly,6
4.230698514157661,Spectacled,Z
13.824106751391628,Polar,T
60.5323593342798,Spectacled,p
35.1829646611813,Kodiak,M
34.9086755784583,Brown,z
7.858694475988404,Sloth,2
82.31977440295478,Kodiak,X
44.382642288726935,Brown,F
71.97067638492152,Sun,6
23.980085529975547,Grizzly,G
71.43733401894409,Polar,R
2.0861569499406762,Polar,o
87.3198321988242,Spectacled,O
87.26646513879511,Black,1
94.12087235028166,Panda,m
57.46303566246217,Kodiak,I
83.38238248494385,Sun,L
2.4370970460536046,Spectacled,Z
20.078309617568234,Polar,O
15.848281588654034,Brown,A
21.603690891896974,Black,q
59.31138699501515,Sun,i
20.22884603023858,Polar,A
2.502602908953422,Polar,Y
62.588279137543125,Brown,x
76.14132728036826,Grizzly,u
84.86969344616871,Spectacled,V
44.148867779093315,Brown,x
53.32526789426928,Sloth,J
18.181416428857066,Black,B
44.12710854908835,Spectacled,6
67.05031174111596,Sun,M
99.4741250565494,Grizzly,S
33.888571750883024,Kodiak,P
12.25017669403231,Panda,V
87.29373980638002,Spectacled,A
11.194325779272528,Sloth,c
8.283673974139049,Polar,E
58.31583204738412,Sun,T
21.654552333693555,Spectacled,8
85.65653911579042,Grizzly,K
98.98058731070753,Kodiak,D
71.66854815489765,Kodiak,q
60.78733389561637,Sloth,z
87.17619800928091,Black,D
68.45791027333428,Spectacled,a
20.1767266073687,Kodiak,7
38.10095620242733,Sun,H
85.26624750948297,Brown,{
40.49515660862336,Brown,0
25.005920042192685,Grizzly,W
18.427041480958827,Polar,Y
53.9136815718109,Panda,A
55.8671823420944,Grizzly,g
6.832013501833234,Sun,9
97.13903327755663,Polar,9
90.95570420131772,Grizzly,2
80.14898281267483,Sun,o
82.47290772430483,Sun,Q
25.51238452027541,Spectacled,b
43.35677528478756,Spectacled,4
33.022114941098145,Brown,z
51.898360468868354,Panda,4
9.07404552919454,Spectacled,F
60.36762208614878,Panda,u
69.93675526246244,Kodiak,}
29.76878161772355,Polar,{
14.475586355669856,Kodiak,O
67.47543169197661,Polar,y
42.177090306454964,Polar,9
88.22496197076802,Spectacled,e
89.36928393265653,Sloth,P
88.81859706743303,Panda,}
72.64870653007344,Brown,U
97.22259255800245,Brown,B
94.30540188921866,Brown,5
59.551103572701415,Grizzly,4
15.079402057274594,Sun,2
13.705499610344896,Polar,X
82.20045227651018,Black,Y
11.279199017621345,Grizzly,Y
5.952796681212281,Kodiak,2
70.49733616954342,Sloth,A
41.080326197268654,Sloth,D
97.08417966546318,Sun,u
63.340087688723436,Brown,U
49.87999235233901,Brown,0
82.18548531296429,Grizzly,R
0.3890605317484752,Black,P
84.39363352678036,Panda,2
69.07100697844388,Spectacled,O
68.15446962337288,Sun,n
14.167524711534817,Polar,A
94.78866183508768,Panda,6
21.88428532497283,Polar,H
54.17731853067052,Kodiak,y
56.68675125641176,Sun,R
4.590480141973807,Sloth,K
57.337486110787395,Spectacled,I
65.58230017250662,Spectacled,V
60.601031885018664,Grizzly,p
98.77758613298728,Sloth,L
37.960312857878165,Spectacled,h
86.29900543490095,Kodiak,R
59.11070342734217,Sloth,Y
81.62220259987838,Sloth,Z
8.341293037882714,Kodiak,c
44.7780292169594,Polar,R
11.310413116745632,Spectacled,7
79.89391629717153,Sloth,9
90.19061700548207,Kodiak,O
24.0196118803795,Sloth,x
48.86998311668492,Polar,i
54.23639987096709,Grizzly,z
79.88418887930115,Kodiak,E
42.094947748300584,Spectacled,5
10.670396706618057,Brown,m
97.08729491594535,Spectacled,a
6.146867457570259,Kodiak,R
64.29585758022802,Grizzly,0
92.40576666574121,Spectacled,X
42.71708818492882,Polar,7
54.564758731231244,Sloth,h
31.882561828095124,Sloth,M
68.28494965337907,Grizzly,0
21.823789825753583,Sloth,6
75.78514191714218,Sun,s
9.682893231219502,Black,W
20.540386036005977,Kodiak,h
87.07993728020793,Spectacled,{
17.692079724813638,Grizzly,p
11.150516528657617,Sun,e
20.120002621978948,Kodiak,R
97.7936286948524,Kodiak,9
35.19144008246282,Panda,V
95.71847522076796,Panda,8
21.40956612288514,Black,Q
89.98110994950505,Kodiak,h
26.417743471973164,Sun,R
64.64188300647056,Panda,Y
24.368519558382197,Grizzly,f
79.76193698961762,Polar,P
30.18693962270097,Polar,S
83.40323142059408,Panda,f
18.96159126398932,Polar,5
25.776637610950015,Polar,8
33.70648558486459,Polar,U
87.84199972414608,Black,1
43.96923728331167,Sun,7
89.8117716363949,Grizzly,8
47.623673226993226,Sloth,z
64.64058814168891,Brown,n
21.353918100933477,Grizzly,T
53.51543748245401,Kodiak,1
63.27221898956067,Sun,R
22.028852298155943,Brown,o
63.49191777836829,Sloth,D
0.2233761369961007,Spectacled,n
35.11151642586212,Sun,F
11.667651999254236,Brown,U
56.742062538067906,Grizzly,U
55.31468086878748,Panda,x
84.85602966421246,Brown,n
71.3679377843139,Black,T
77.25474011143906,Brown,2
32.096343309095424,Black,8
11.423776446519529,Polar,4
5.112233968721702,Black,C
91.15553272964075,Kodiak,6
51.54580712424942,Brown,m
80.80610661733277,Sloth,5
45.96089276189789,Brown,6
61.8163255523025,Grizzly,p
6.126040676931188,Grizzly,Q
12.087124451289554,Brown,{
45.74280020435859,Panda,b
46.324226803887605,Polar,2
71.76168300866505,Polar,d
34.34113243507255,Spectacled,2
94.46692652035205,Kodiak,t
24.66993554291562,Spectacled,a
88.14081312743559,Kodiak,8
14.227656719557324,Sloth,O
17.755929175492145,Sloth,c
13.034711595541593,Kodiak,f
63.345851422286515,Sloth,n
12.077502097944992,Grizzly,U
94.28524543822707,Brown,K
99.72241185265227,Kodiak,k
74.82897060324572,Black,7
2.0318515229978185,Grizzly,2
26.290446342205232,Panda,i
55.79750937165583,Sloth,1
75.00441242035329,Brown,u
49.817564938643635,Brown,}
52.087352199177005,Brown,N
51.88285639231015,Sun,w
91.65127721157582,Kodiak,v
50.71885612140535,Sloth,M
26.432365906684307,Polar,q
68.91224124756079,Sloth,E
81.19583257756366,Panda,V
77.66247798992539,Grizzly,m
96.07967729577854,Sloth,x
47.387399130390364,Polar,F
81.97866735477862,Brown,W
36.79054936719138,Spectacled,e
62.759573856860065,Spectacled,8
39.936181230733716,Spectacled,y
91.07814206807622,Panda,f
66.16028988469141,Sun,v
98.76667535738089,Sloth,4
55.08144092484968,Brown,5
43.277843946696315,Brown,a
68.25225304200237,Spectacled,K
75.5755340451723,Sun,a
12.940651657830971,Kodiak,{
62.544162488372976,Sloth,Y
68.19847746483605,Sloth,G
15.60376820798568,Spectacled,y
48.168779504305284,Panda,v
35.76682866152541,Brown,j
69.10958830871836,Brown,7
21.835642366640318,Grizzly,x
97.32800611634241,Grizzly,2
32.07945587911121,Polar,M
56.60175673199688,Sloth,a
30.478969954135593,Brown,m
85.85228353974915,Polar,8
1.398476972458984,Sloth,M
52.18477377892987,Sun,z
91.05056045561082,Sun,T
18.31515113346334,Sloth,8
30.303557851572684,Grizzly,3
63.48511750953387,Brown,U
56.45907893278389,Polar,u
26.909574774298484,Brown,T
30.869497510487985,Polar,v
98.93532368630986,Polar,9
37.98468458296459,Polar,K
50.19242713195633,Black,b
92.90337112751276,Grizzly,g
29.450007099888243,Sun,S
11.2878125320239,Spectacled,E
83.5810346085402,Grizzly,A
96.02072782685953,Spectacled,u
51.58581169438643,Panda,U
21.015658697154105,Sun,Q
9.418926479869116,Spectacled,A
61.29873664562054,Black,l
1.737346385863614,Kodiak,v
79.3488513186652,Panda,{
31.922584631378804,Brown,F
13.631363757301552,Brown,y
72.0104603483279,Grizzly,U
49.29678979991754,Grizzly,}
49.55436938753164,Sun,y
55.69216221073704,Polar,f
49.01075668216194,Sloth,O
15.183350351059877,Sloth,I
81.52358289294381,Grizzly,r
57.31609007996396,Sun,Q
32.029637165515254,Grizzly,s
59.923744339144115,Sloth,D
42.47904132194803,Spectacled,h
45.63718193015062,Brown,C
29.838140581764215,Panda,9
82.60813210842021,Polar,i
19.63329328682628,Grizzly,u
3.7125561491260894,Sloth,6
77.24939559684535,Brown,5
57.285032270526706,Sloth,6
25.93178108280877,Sloth,v
73.69228058244309,Sun,b
32.251816969953474,Panda,c
96.94310319259816,Sloth,y
84.04312127838189,Sloth,Q
16.10233791785458,Sloth,S
21.11227118583293,Grizzly,I
4.169818986215434,Sun,e
49.67408921505398,Brown,f
74.12629410441494,Polar,4
79.85255953211109,Sun,L
95.79093902160321,Brown,w
2.6009630884217594,Kodiak,b
15.159853912576015,Black,}
67.30956587857698,Sloth,d
52.729800386996736,Sloth,8
38.08510606977088,Black,D
3.204045405121858,Sloth,A
37.061910705557786,Polar,u
9.453406506492678,Polar,2
37.30637248899094,Sun,T
75.00275303708676,Spectacled,B
0.07397315477453148,Polar,Y
68.40681283756706,Panda,a
17.568701600166158,Kodiak,{
38.2051436226839,Brown,D
88.0806765819661,Spectacled,D
72.92622910354918,Sloth,I
46.60084675082636,Grizzly,{
5.607709003070194,Black,d
45.89970617855088,Sun,z
57.90270741315532,Sloth,H
84.42586251459365,Sloth,R
49.60847092490563,Panda,1
81.37310389049044,Black,X
50.136735822113835,Sun,6
29.664529368870575,Black,j
77.82430723531483,Sun,8
65.46236608045302,Sloth,P
63.09853296957042,Spectacled,O
28.6053367418887,Polar,K
24.0307889879279,Spectacled,y
9.46048588739199,Spectacled,2
45.84975671965012,Brown,b
73.92931676633339,Sun,5
67.49021204007761,Brown,n
97.58692114288971,Grizzly,x
69.82674336075257,Sloth,O
43.56812567588456,Brown,9
70.1241317113593,Kodiak,H
60.84824165746285,Spectacled,y
24.66887903562278,Sun,a
75.44425298957344,Kodiak,f
96.1091759335133,Panda,c
45.97976627159465,Polar,9
85.60524462178675,Kodiak,Y
95.07294865788297,Sloth,s
85.4389541915593,Spectacled,Y
47.33873295291491,Brown,O
57.71368748529847,Sloth,V
59.82311436025677,Sun,{
39.09945972069339,Panda,H
28.09254388277793,Grizzly,d
80.37610380541145,Black,L
10.95600024965412,Kodiak,v
14.25889269218581,Sun,u
76.19683379811137,Brown,J
26.40271021518418,Polar,E
85.23296095392962,Sloth,2
37.48527881673771,Black,d
64.72003203042775,Kodiak,K
62.41866328590244,Sloth,e
85.1842675616571,Spectacled,V
67.12199483161722,Panda,C
97.59411176896606,Sloth,6
85.11310266624157,Sloth,T
85.67257794373627,Kodiak,Z
56.12887054217857,Panda,l
32.38196697633894,Sun,M
3.398022177366078,Grizzly,y
98.07053549384271,Brown,9
64.71672870978465,Kodiak,f
64.93900807217615,Sloth,B
48.73604953243794,Kodiak,Y
57.222708669089286,Black,Q
85.22728238701309,Polar,p
49.699803126956745,Spectacled,e
73.14224742352147,Spectacled,u
62.867633163719994,Polar,}
28.57614253203372,Panda,D
85.40580957613793,Black,T
9.809980778286286,Grizzly,4
39.787376666758064,Grizzly,4
33.289753516827936,Grizzly,t
14.528668839815628,Grizzly,W
73.82902298756491,Grizzly,v
97.3514567261283,Panda,x
14.347947296735143,Grizzly,T
56.473782373027184,Sloth,y
64.364780466115,Sloth,v
43.890028662191284,Grizzly,v
1.5859891372312251,Spectacled,M
24.789096817237354,Spectacled,D
48.65197741001388,Brown,e
35.49696148300683,Panda,k
50.094132799424685,Sloth,U
2.592300104729961,Kodiak,q
45.56594631339617,Black,c
39.51487957045724,Polar,h
27.09408318911063,Kodiak,y
57.92257898819451,Panda,N
62.38443570322973,Sloth,8
50.7893220137677,Brown,i
7.10557773331042,Sloth,r
99.5292168680663,Sloth,Z
92.6652634951273,Grizzly,5
26.05245821539914,Panda,p
92.10805784828,Black,Y
25.539229263087716,Grizzly,B
96.40920190705395,Sloth,j
10.100108908031856,Brown,j
53.88023472576617,Sun,g
62.99751737786716,Polar,1
57.76907405259577,Grizzly,8
63.80614109913808,Kodiak,u
88.38865564255816,Kodiak,y
23.469683006403596,Kodiak,3
99.32937795141417,Spectacled,X
56.6080441049852,Sun,U
51.143574134860984,Polar,J
48.77518552792163,Sloth,Y
83.74201587638647,Black,W
64.8785025967869,Spectacled,{
82.41220193075964,Panda,C
30.93827584299742,Sun,2
35.09878677668573,Sun,E
80.60331726716227,Sloth,d
45.304380471169694,Sun,X
27.665897526074634,Brown,d
18.792780786477515,Kodiak,S
58.63446295495643,Grizzly,Q
70.31048438679926,Sloth,0
59.85639703277224,Panda,S
17.580110227570735,Black,g
38.2635750798791,Polar,Q
80.20625956356203,Spectacled,U
36.70825273664591,Sloth,B
65.30765722680997,Panda,z
11.565951083120861,Panda,N
83.74604160584343,Spectacled,{
58.90165788732964,Sloth,U
52.75290757092098,Polar,n
28.533783346174967,Sun,2
7.131309806984021,Sun,H
12.459454399509662,Sloth,}
37.388573052873234,Black,h
94.62609079482579,Brown,}
79.66982628203519,Polar,u
57.85612868517755,Polar,U
47.2633432607395,Kodiak,G
26.04692616261568,Kodiak,{
28.646325382719663,Black,Q
16.899128547801833,Kodiak,b
4.048716642432071,Black,d
8.744504204465697,Spectacled,Z
66.8174792782752,Panda,y
89.2619410708408,Spectacled,g
58.98077954628596,Black,c
82.91576426501213,Brown,{
74.29720341444765,Panda,O
3.4579418142002494,Kodiak,o
56.13414113023326,Polar,5
74.49159461432325,Kodiak,7
80.25374569112353,Grizzly,A
50.62284481485651,Spectacled,n
81.66937697326425,Grizzly,0
23.212322819092112,Spectacled,Q
17.919152353252155,Sloth,F
87.25931981346194,Sun,h
23.33411829905132,Grizzly,7
29.840229517609764,Kodiak,8
2.297093600152167,Spectacled,m
51.94754588228214,Spectacled,N
7.16776656263618,Panda,v
96.08386976836738,Brown,d
0.5135588001686231,Polar,p
57.77468107665037,Grizzly,G
9.977692583448583,Spectacled,M
7.996836318880574,Grizzly,k
96.21774879324167,Panda,e
99.76014411193142,Polar,D
31.278840179616317,Sun,G
79.22175981593847,Black,l
28.822916451082182,Kodiak,3
90.33699035545298,Black,q
43.29268089060548,Spectacled,v
41.267884015866116,Kodiak,q
64.33418706299165,Sloth,L
84.07754187567373,Kodiak,4
25.95399751957895,Sloth,c
64.42640457010076,Polar,9
24.804125037756574,Black,6
77.98134611777355,Polar,O
82.10458769113774,Kodiak,r
50.20575228902027,Polar,a
55.25768285682916,Spectacled,k
77.25040835886942,Kodiak,b
48.60172934082341,Polar,L
20.365651266496553,Brown,S
88.872872168974,Grizzly,A
5.2480156354908996,Polar,c
62.86817784744032,Black,y
22.07602417923622,Polar,0
85.15329258361923,Spectacled,k
30.8340936130184,Sloth,o
10.027711825211528,Sun,R
0.5768438415186927,Brown,0
53.82690507347282,Panda,O
19.00019388541081,Spectacled,w
29.851341889089067,Black,Y
74.29446928783834,Spectacled,Q
92.0884066396629,Kodiak,N
95.7202922768228,Polar,y
83.09881933829135,Polar,8
98.8875804702543,Brown,h
42.2050375621038,Sun,Z
50.1472642861443,Brown,v
22.271697828623658,Brown,e
5.492515204771453,Spectacled,E
79.71151105332292,Panda,i
72.28840528949642,Brown,l
7.212308892527453,Sun,4
24.380662996523117,Sloth,l
51.746681864400834,Sun,K
42.02947237731415,Sloth,0
38.107419493967384,Spectacled,e
45.335497082906365,Panda,B
77.86406281504301,Panda,h
72.66970572266499,Brown,s
67.86104970258742,Sun,y
47.33768029832023,Brown,9
92.57654450675403,Panda,i
8.458359931015657,Sun,V
27.232598521000117,Sloth,b
79.85657801888179,Sun,Q
76.28491074604379,Black,b
81.53193883882618,Panda,k
40.07452754666201,Sun,p
57.108879167535356,Polar,W
50.59938819013827,Polar,x
31.780214949334518,Grizzly,I
48.51697541906339,Panda,V
17.830842403628566,Panda,O
55.48710084756784,Polar,n
2.4817719238381275,Grizzly,h
12.748268949819042,Grizzly,s
72.64124140020218,Kodiak,f
95.4245331168392,Sloth,{
11.660828030814763,Black,7
83.54507743505548,Panda,V
28.026946907132633,Grizzly,S
98.33489019930258,Brown,P
34.63509470565994,Brown,2
41.88813943278436,Spectacled,W
0.09801346864630744,Brown,p
97.17411251232971,Grizzly,2
98.45887411983885,Polar,P
11.643812131570863,Black,{
36.30684611581285,Panda,f
61.34431269393333,Panda,S
98.4175117877882,Sun,l
12.96518085163637,Kodiak,{
13.86490384841954,Black,i
0.49154954882217883,Sun,8
31.440243136598824,Brown,Z
10.86258277559551,Kodiak,9
8.608009045801046,Kodiak,w
43.278722340557366,Spectacled,M
68.57747365358226,Panda,q
97.43208044919898,Panda,Y
28.810175891326328,Spectacled,k
24.501877673342843,Sun,}
46.43159670984088,Panda,5
5.487269936244021,Spectacled,r
43.19364608301808,Polar,c
48.61087586150885,Grizzly,v
70.02547045016304,Polar,}
39.58677829887173,Brown,0
47.08657376410558,Spectacled,}
86.07598656281522,Sun,F
65.00987141672074,Grizzly,o
38.149182277141605,Black,F
41.12810427967788,Black,{
80.89830590166214,Spectacled,T
58.6307185561352,Sloth,s
25.10682571925711,Sun,H
62.50544880018416,Kodiak,}
36.56404346853761,Spectacled,}
78.93441811806672,Panda,1
18.8707873875245,Sloth,{
8.47967004682988,Brown,y
38.59811139383458,Sloth,f
70.94698110251424,Black,l
80.93025200661016,Brown,a
11.236865522924278,Polar,J
62.51814533197061,Sloth,G
65.59683531418716,Brown,B
60.197210424581414,Brown,6
58.51113801235972,Spectacled,t
13.85902485825843,Panda,z
71.8519403139952,Brown,H
28.880385019005416,Polar,5
19.26851940026536,Kodiak,S
47.04936610968205,Polar,i
50.58467463441476,Kodiak,2
10.217158323099962,Sun,P
80.28002075518219,Brown,t
26.80709439150434,Kodiak,P
25.140914209242382,Sloth,Z
55.45934046352744,Brown,Z
5.61426954303087,Panda,9
90.75337251732256,Brown,A
48.585208559472385,Polar,E
51.82189561298644,Kodiak,O
36.293324229106716,Polar,3
38.90067775073109,Black,B
72.53327824107829,Polar,v
33.75312474566745,Spectacled,Y
29.36460301555942,Grizzly,M
72.07245693682543,Spectacled,0
66.04180460425732,Sloth,r
45.39210904682797,Sloth,t
57.69601970725687,Sloth,}
96.23697290823486,Kodiak,}
75.19215914472903,Kodiak,4
4.592589363237853,Polar,I
19.847271645334864,Polar,V
40.03735727567423,Panda,v
52.352093592728046,Panda,i
6.905070194088802,Grizzly,j
4.009529164198799,Panda,W
19.696800341652366,Kodiak,O
39.68312878582362,Panda,c
77.24630582749849,Panda,8
58.57399264767275,Black,P
94.31448846557744,Panda,c
87.72665647253075,Panda,V
54.7366252958456,Sloth,S
93.6450611211874,Sloth,q
30.664331724493444,Grizzly,{
67.09658589642832,Spectacled,t
44.91725757830224,Black,T
48.308496819240446,Polar,b
87.15624588651121,Spectacled,e
18.829122355904705,Brown,h
22.931202458445142,Kodiak,c
4.338574896774883,Grizzly,q
58.643947773160946,Black,Q
81.86540615866595,Kodiak,V
89.02809331711101,Brown,c
47.59557473617129,Sun,U
75.41519401760269,Panda,l
7.278526117493778,Kodiak,g
83.95856718205671,Polar,7
44.33154072572094,Polar,A
25.643597920279003,Brown,E
34.22238956061609,Panda,}
39.97244259058693,Spectacled,i
11.084871161976418,Grizzly,w
56.72992207500302,Brown,S
54.0378387302324,Kodiak,7
89.18245469825082,Sun,b
30.360541425837305,Grizzly,Q
93.92989920431293,Grizzly,7
51.304363955957854,Brown,T
32.02805131031058,Sloth,O
30.848091306851288,Black,8
44.45558305208426,Panda,e
58.97710874805685,Sun,b
56.766668062508906,Spectacled,o
32.705473011624576,Panda,Z
88.98287436164142,Sun,7
33.233915266056314,Sloth,M
80.2626161151918,Polar,I
3.601247483158143,Panda,2
94.9475439306087,Grizzly,t
76.03951568700815,Spectacled,}
24.74534041756613,Spectacled,A
21.844587537322834,Grizzly,A
58.780777624062054,Spectacled,w
53.865121689443676,Spectacled,{
38.33832662119592,Kodiak,c
5.656536827342151,Grizzly,C
74.75831561756561,Panda,J
48.30007874096256,Kodiak,9
72.73795306416879,Sun,n
61.729447660217716,Sloth,p
21.134483868558675,Spectacled,A
43.61496058725136,Grizzly,A
26.715429093687217,Brown,I
17.142211196178337,Black,J
92.00860629280433,Grizzly,K
41.981020697087104,Grizzly,u
71.27632325893029,Brown,r
4.144479851434624,Polar,j
32.16925872891273,Grizzly,9
11.81667178041762,Sun,t
18.202555729103675,Black,I
63.20704162873177,Sloth,9
62.26209447625145,Panda,v
72.27476782761735,Black,1
16.58387208635005,Sloth,V
21.42693263079124,Black,c
86.36275045000328,Sloth,7
42.79761773690443,Panda,s
61.88028339941097,Spectacled,0
47.38973335683397,Sun,H
7.598698292527306,Sloth,i
99.00761590566762,Brown,l
26.962024319946366,Polar,b
13.923077469682532,Panda,D
12.163575115034952,Panda,C
39.04169293160243,Grizzly,3
53.80509511988151,Grizzly,0
54.38399955377685,Brown,w
12.49745509967891,Brown,8
6.6555296889543865,Sloth,Y
14.844148868640561,Polar,3
27.12552812056743,Sloth,v
43.83876688332769,Grizzly,M
63.94254162462786,Sun,0
26.977336207091028,Sloth,x
16.111479641128913,Sun,5
28.275299052723035,Black,3
80.05618327562324,Grizzly,m
59.25400614371249,Kodiak,g
86.5250791701705,Grizzly,a
98.92331060903379,Panda,v
5.678171469421544,Brown,E
30.781731652806265,Panda,l
30.85503579019714,Panda,F
1.1798457702329568,Polar,3
84.5001945801469,Polar,r
74.89526384075805,Kodiak,k
21.045384206143115,Brown,L
97.32101919700656,Black,X
72.18244635141087,Grizzly,m
8.023323795515246,Sloth,t
69.43513978768547,Kodiak,K
17.26690407960605,Black,s
24.21047972293976,Brown,P
41.3132767540834,Kodiak,e
88.15642671884906,Spectacled,1
68.92606077770655,Grizzly,D
37.4730045040808,Sloth,P
46.36326135092387,Kodiak,8
0.9528738668316938,Spectacled,G
26.792885851764837,Spectacled,3
5.740774073541699,Sun,}
78.47699206788647,Kodiak,C
24.220688959034465,Kodiak,{
37.87556935948775,Black,d
5.957821073913349,Brown,6
69.45838002354296,Polar,U
8.377229126988128,Black,4
19.039322475921296,Spectacled,F
88.6538178650108,Panda,J
81.63979104719598,Grizzly,a
96.32487121810726,Panda,9
44.73583333993948,Grizzly,Z
42.81284649825904,Grizzly,0
2.8899209645955715,Grizzly,E
85.01376038283117,Panda,w
95.45318759365081,Polar,t
69.17528857348928,Grizzly,3
57.63116655443656,Sloth,K
58.053016638815706,Sun,8
93.51458200086175,Sloth,d
46.00744549862355,Panda,g
29.426676094561344,Spectacled,Y
65.41210101201538,Sun,w
60.18479984294912,Grizzly,8
80.4103669871188,Polar,H
59.48609861873607,Kodiak,j
80.04945700660551,Grizzly,T
49.150211529876344,Panda,0
7.6426062336503175,Spectacled,z
4.377035796432338,Sloth,l
